config_id,split,mode,m,max_edges,edge_selection,channel_set,preprocess,label_shift_ms,stride,epochs,mfg_feature_mode,ema_half_life_s,train_series,val_series,baseline_windows_ms,baseline_lags_ms,edges_used,baseline_auc,mfg_auc,combined_auc,baseline_ap,mfg_ap,combined_ap,combined_minus_baseline,mfg_minus_baseline,result_dir
39,1-2-3-4-5-6-7|8,corr,2,4,event_union,no_fp1_fp2,bandpass_0_5_48,0.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,24,0.6692263726630455,0.5324354432108772,0.6626204796585199,0.08725254055899061,0.04455007918780801,0.08057031050109771,-0.0066058930045256314,-0.1367909294521683,out\classification_controls\runs\cfg_039
7,1-2-3-4-5-6|7,corr,2,4,event_union,no_fp1_fp2,bandpass_0_5_48,0.0,100,1,expanded,0.1,1 2 3 4 5 6,7,100 200 500,50 100 200,24,0.6593080403759656,0.5632668034755485,0.6510899144736684,0.07012376305738525,0.04625584131891262,0.06503683170675574,-0.008218125902297202,-0.0960412369004171,out\classification_controls\runs\cfg_007
52,1-2-3-4-5-6-7|8,corr,2,8,event_union,all32,bandpass_0_5_48,500.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,48,0.7149048070871885,0.571950881438187,0.7065464586139569,0.07945483584085487,0.04712912388081001,0.07871762897613067,-0.00835834847323158,-0.14295392564900156,out\classification_controls\runs\cfg_052
4,1-2-3-4-5-6|7,corr,2,4,event_union,all32,bandpass_0_5_48,500.0,100,1,expanded,0.1,1 2 3 4 5 6,7,100 200 500,50 100 200,24,0.6858148354473337,0.5865411574382673,0.674862503125799,0.08024088004734953,0.04883888648182255,0.0652745648181666,-0.010952332321534697,-0.09927367800906639,out\classification_controls\runs\cfg_004
33,1-2-3-4-5-6-7|8,corr,2,4,event_union,all32,car_only,0.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,24,0.6855671907291049,0.5195483512644761,0.6743023686650695,0.07659932053078877,0.04413280947656062,0.07581220426225392,-0.01126482206403534,-0.1660188394646288,out\classification_controls\runs\cfg_033
50,1-2-3-4-5-6-7|8,corr,2,8,event_union,all32,car_only,500.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,48,0.7155827078731695,0.6000801717154055,0.7042435821799046,0.0757197122251934,0.05149342252292404,0.07617397037927993,-0.011339125693264895,-0.11550253615776396,out\classification_controls\runs\cfg_050
59,1-2-3-4-5-6-7|8,corr,2,8,event_union,motor_premotor,bandpass_0_5_48,0.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,32,0.6256039654902078,0.5427056244370131,0.613762027625313,0.06528612320232034,0.04565063057457756,0.056899675366563686,-0.011841937864894847,-0.08289834105319471,out\classification_controls\runs\cfg_059
23,1-2-3-4-5-6|7,corr,2,8,event_union,no_fp1_fp2,bandpass_0_5_48,0.0,100,1,expanded,0.1,1 2 3 4 5 6,7,100 200 500,50 100 200,48,0.6593080403759656,0.5698682092743584,0.6471228598844142,0.07012376305738525,0.04719561256307773,0.06732699607288656,-0.012185180491551373,-0.08943983110160714,out\classification_controls\runs\cfg_023
34,1-2-3-4-5-6-7|8,corr,2,4,event_union,all32,car_only,500.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,24,0.7155827078731695,0.5559289306713858,0.7032069605175604,0.0757197122251934,0.04358643516683544,0.07690535796632932,-0.01237574735560909,-0.15965377720178364,out\classification_controls\runs\cfg_034
2,1-2-3-4-5-6|7,corr,2,4,event_union,all32,car_only,500.0,100,1,expanded,0.1,1 2 3 4 5 6,7,100 200 500,50 100 200,24,0.6476376569588321,0.5138454042645196,0.6343429649448421,0.06476721060159406,0.040353117520625814,0.058756733236837756,-0.013294692013990028,-0.1337922526943125,out\classification_controls\runs\cfg_002
44,1-2-3-4-5-6-7|8,corr,2,4,event_union,motor_premotor,bandpass_0_5_48,500.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,20,0.6699066601567001,0.5737130377121809,0.6552003784612094,0.07458543905943121,0.04585444075232525,0.062067236480810695,-0.014706281695490708,-0.09619362244451923,out\classification_controls\runs\cfg_044
36,1-2-3-4-5-6-7|8,corr,2,4,event_union,all32,bandpass_0_5_48,500.0,100,1,expanded,0.1,1 2 3 4 5 6 7,8,100 200 500,50 100 200,24,0.7149048070871885,0.5280623058820147,0.6984400921082852,0.07945483584085487,0.04084353763243715,0.07464265521081528,-0.01646471497890334,-0.18684250120517376,out\classification_controls\runs\cfg_036
