config_id,split,mode,m,max_edges,edge_selection,channel_set,preprocess,label_shift_ms,mfg_feature_mode,event,baseline_auc,mfg_auc,combined_auc,combined_minus_baseline,mfg_minus_baseline
1,1-2-3-4-5-6|7,corr,2,4,event_union,all32,car_only,0.0,expanded,HandStart,0.5492400085034014,0.5640678146258503,0.4012011054421768,-0.14803890306122458,0.014827806122448939
1,1-2-3-4-5-6|7,corr,2,4,event_union,all32,car_only,0.0,expanded,FirstDigitTouch,0.7177012056044315,0.6103372434017595,0.8076735092864125,0.08997230368198095,-0.10736396220267197
1,1-2-3-4-5-6|7,corr,2,4,event_union,all32,car_only,0.0,expanded,BothStartLoadPhase,0.7120541700187717,0.4981563421828909,0.6726334137838562,-0.03942075623491548,-0.2138978278358808
1,1-2-3-4-5-6|7,corr,2,4,event_union,all32,car_only,0.0,expanded,LiftOff,0.711553314251965,0.587251828631139,0.675934759892781,-0.03561855435918404,-0.12430148562082599
1,1-2-3-4-5-6|7,corr,2,4,event_union,all32,car_only,0.0,expanded,Replace,0.7602487562189055,0.6652985074626865,0.7495771144278607,-0.01067164179104485,-0.09495024875621905
1,1-2-3-4-5-6|7,corr,2,4,event_union,all32,car_only,0.0,expanded,BothReleased,0.684603057199211,0.5098619329388561,0.6664509368836292,-0.018152120315581777,-0.17474112426035493
2,1-2-3-4-5-6|7,corr,2,4,event_union,all32,car_only,500.0,expanded,HandStart,0.7747234604589731,0.5685707996257773,0.7057949479940565,-0.0689285124649166,-0.20615266083319583
2,1-2-3-4-5-6|7,corr,2,4,event_union,all32,car_only,500.0,expanded,FirstDigitTouch,0.6223855285472019,0.547921270363328,0.6359525155455059,0.013566986998304054,-0.07446425818387381
2,1-2-3-4-5-6|7,corr,2,4,event_union,all32,car_only,500.0,expanded,BothStartLoadPhase,0.5409443618953278,0.4960926751417093,0.5267734301909636,-0.014170931704364231,-0.0448516867536185
2,1-2-3-4-5-6|7,corr,2,4,event_union,all32,car_only,500.0,expanded,LiftOff,0.6804117357001972,0.4139546351084812,0.6391765285996056,-0.04123520710059159,-0.266457100591716
